x	y	z	t	#
106.518	-202.201	164.363	24.42	19
135.467	-25.0056	353.54	24.44	16
110.072	-206.565	164.025	24.44	19
132.094	-26.0935	349.099	24.46	16
-24.8121	-99.7992	373.91	24.46	18
113.823	-210.999	160.023	24.46	19
128.042	-26.251	346.171	24.48	16
-26.4847	-102.106	373.261	24.48	18
117.863	-215.052	158.001	24.48	19
123.241	-25.7311	350.76	24.5	16
-29.8025	-100.425	382.764	24.5	18
121.938	-218.375	155.872	24.5	19
118.336	-24.7535	356.709	24.52	16
-33.3245	-97.4655	389.393	24.52	18
126.115	-220.577	152.448	24.52	19
113.456	-23.6927	355.576	24.54	16
-36.8649	-94.0435	392.439	24.54	18
130.598	-221.602	150.242	24.54	19
108.54	-22.8633	354.412	24.56	16
-40.4335	-90.7835	397.131	24.56	18
135.319	-221.609	151.116	24.56	19
104.349	-21.9039	360.214	24.58	16
-43.9924	-88.2794	401.057	24.58	18
140.194	-220.762	155.078	24.58	19
101.079	-20.3611	362.43	24.6	16
-47.5907	-87.0942	407.779	24.6	18
145.381	-219.485	157.323	24.6	19
98.7111	-18.2243	349.965	24.62	16
-51.1223	-86.6494	415.193	24.62	18
150.935	-217.974	161.257	24.62	19
97.0483	-15.5404	343.625	24.64	16
-54.397	-85.671	423.721	24.64	18
156.668	-216.443	165.811	24.64	19
96.6176	-13.3642	346.449	24.66	16
-57.3071	-83.63	437.159	24.66	18
162.525	-215.476	161.331	24.66	19
98.5541	-13.6801	348.977	24.68	16
-59.5906	-80.3577	445.697	24.68	18
168.457	-215.123	156.369	24.68	19
102.411	-15.7241	353.563	24.7	16
-61.0469	-76.2099	447.83	24.7	18
107.248	-16.4224	350.865	24.72	16
-61.3679	-71.9821	454.056	24.72	18
112.632	-14.7161	338.974	24.74	16
-59.8033	-68.0506	462.758	24.74	18
118.376	-11.692	326.52	24.76	16
-56.1817	-64.4775	467.521	24.76	18
123.965	-8.18894	324.344	24.78	16
-51.1167	-61.2521	469.245	24.78	18
128.731	-4.37281	328.835	24.8	16
-45.0656	-58.5387	471.787	24.8	18
132.881	-0.151761	331.339	24.82	16
-38.3556	-55.9806	475.285	24.82	18
136.562	4.65064	331.481	24.84	16
-31.0682	-53.1852	477.62	24.84	18
139.618	10.0333	326.486	24.86	16
-23.0085	-50.6572	480.312	24.86	18
142.153	16.0365	317.727	24.88	16
-14.454	-48.6767	482.57	24.88	18
144.139	22.2112	310.673	24.9	16
-5.52889	-47.3616	485.634	24.9	18
145.527	27.2157	308.149	24.92	16
3.95844	-46.9383	490.862	24.92	18
146.494	30.431	293.193	24.94	16
13.529	-47.3455	492.067	24.94	18
146.297	32.2045	270.385	24.96	16
22.9652	-48.6526	494.278	24.96	18
143.905	32.9997	275.2	24.98	16
32.3591	-50.9532	507.124	24.98	18
140.221	33.988	285.327	25	16
41.1545	-54.5469	519.265	25	18
135.901	35.9412	278.233	25.02	16
49.1116	-60.1718	519.641	25.02	18
130.752	38.8123	272.632	25.04	16
56.0233	-67.7375	517.118	25.04	18
125.294	42.7672	269.916	25.06	16
61.7059	-76.4167	518.755	25.06	18
119.691	47.6013	263.166	25.08	16
66.7667	-85.7741	520.961	25.08	18
113.3	52.6851	255.947	25.1	16
71.4909	-95.547	522.016	25.1	18
105.803	57.7584	253.685	25.12	16
76.0342	-105.706	524.771	25.12	18
97.5353	62.8029	247.357	25.14	16
80.484	-116.325	526.653	25.14	18
88.5337	67.6487	238.063	25.16	16
84.5327	-127.297	525.928	25.16	18
78.9671	72.3945	231.504	25.18	16
88.0631	-138.357	528.126	25.18	18
69.1079	77.2115	219.865	25.2	16
91.1897	-149.169	533.047	25.2	18
-181.47	-231.844	452.453	25.2	20
58.9708	81.9059	208.872	25.22	16
94.2657	-159.621	535.455	25.22	18
-175.32	-230.661	451.452	25.22	20
63.9124	-238.702	565.31	25.22	21
48.7229	86.2299	211.1	25.24	16
97.4134	-169.493	535.419	25.24	18
-169.416	-230.314	447.169	25.24	20
67.4557	-235.649	567.163	25.24	21
38.7786	89.4881	219.438	25.26	16
100.974	-180.301	527.478	25.26	18
-163.994	-230.673	441.196	25.26	20
70.6101	-233.525	575.188	25.26	21
30.2766	90.299	222.47	25.28	16
104.901	-189.933	523.343	25.28	18
-159.208	-231.711	437.137	25.28	20
73.2682	-233.145	582.2	25.28	21
24.021	88.5633	221.78	25.3	16
109.816	-194.99	538.787	25.3	18
-154.841	-233.425	434.742	25.3	20
75.754	-234.818	580.582	25.3	21
19.4135	86.635	222.401	25.32	16
-150.495	-235.788	432.942	25.32	20
78.3958	-238.075	577.749	25.32	21
15.4315	86.6777	225.49	25.34	16
120.09	-198.35	552.91	25.34	18
-146.167	-238.865	428.746	25.34	20
81.0489	-241.411	575.772	25.34	21
11.4949	88.9902	227.442	25.36	16
-141.593	-241.044	426.56	25.36	20
7.46344	92.9788	227.634	25.38	16
83.0041	-242.026	571.643	25.38	21
3.2772	98.0549	228.249	25.4	16
83.7721	-239.63	563.726	25.4	21
-1.06778	103.92	230.993	25.42	16
135.575	-201.249	559.985	25.42	18
-137.27	-239.751	429.636	25.42	20
83.6543	-236.474	552.599	25.42	21
133.878	-206.726	82.3274	25.42	22
-5.66199	110.096	233.489	25.44	16
-133.952	-235.646	429.775	25.44	20
83.031	-234.546	544.326	25.44	21
-10.7375	116.147	231.401	25.46	16
-130.322	-231.338	424.28	25.46	20
128.508	-212.98	79.522	25.46	22
-16.2753	121.873	229.639	25.48	16
-125.355	-228.327	419.726	25.48	20
124.299	-221.739	80.5201	25.48	22
-22.1317	127.209	231.9	25.5	16
-119.328	-227.223	420.714	25.5	20
120.822	-228.339	103.97	25.5	22
-28.3603	131.874	235.206	25.52	16
-112.687	-228.17	421.617	25.52	20
115.439	-231.907	126.727	25.52	22
-34.8643	134.933	238.65	25.54	16
-106.299	-230.684	418.024	25.54	20
89.4849	-236.006	535.716	25.54	21
-41.3556	135.659	244.532	25.56	16
-100.787	-234.132	416.282	25.56	20
-47.9553	133.925	250.867	25.58	16
-95.9613	-238.151	415.218	25.58	20
-54.8297	130.325	255.062	25.6	16
-91.3644	-241.405	410.467	25.6	20
109.611	-229.826	114.771	25.6	22
-61.8023	125.581	259.897	25.62	16
-68.6758	119.947	264.192	25.64	16
-75.2165	113.692	266.445	25.66	16
-88.617	-242.01	407.814	25.66	20
-81.1831	107.015	270.137	25.68	16
-89.7468	-240.361	410.785	25.68	20
104.332	-238.541	523.92	25.68	21
108.246	-220.143	100.007	25.68	22
-86.7549	100.226	271.538	25.7	16
-93.8672	-238.349	413.204	25.7	20
109.497	-211.286	104.631	25.7	22
-92.3036	93.7354	269.316	25.72	16
110.504	-205.677	108.239	25.72	22
-97.7204	87.6517	272.471	25.74	16
-98.6929	-237.702	412.759	25.74	20
111.894	-200.465	106.678	25.74	22
-102.922	81.7715	280.151	25.76	16
-101.993	-239.533	411.192	25.76	20
113.819	-195.545	103.106	25.76	22
-108.249	76.1656	286.487	25.78	16
-103.986	-241.827	408.297	25.78	20
112.116	-237.913	516.783	25.78	21
115.935	-190.475	100.97	25.78	22
-113.957	71.0771	294.334	25.8	16
109.253	-235.792	513.249	25.8	21
117.886	-185.232	102.009	25.8	22
-119.797	66.299	298.148	25.82	16
103.457	-234.613	509.727	25.82	21
119.739	-180.543	97.3545	25.82	22
-125.833	61.3741	293.912	25.84	16
-105.733	-241.856	408.207	25.84	20
96.9549	-233.884	512.383	25.84	21
121.517	-176.609	89.1616	25.84	22
-132.479	55.8177	295.764	25.86	16
-106.958	-240.438	412.219	25.86	20
88.1575	-232.625	517.041	25.86	21
123.111	-172.932	86.6181	25.86	22
-139.112	49.4995	304.467	25.88	16
-108.26	-239.706	416.768	25.88	20
124.711	-169.48	85.1552	25.88	22
-145.249	42.6148	312.017	25.9	16
-110.174	-240.39	418.244	25.9	20
77.1703	-230.796	517.013	25.9	21
126.415	-166.841	68.4121	25.9	22
-151.13	35.5382	317.152	25.92	16
-112.894	-241.446	420.141	25.92	20
65.88	-229.053	514.152	25.92	21
127.688	-164.693	47.5977	25.92	22
129.102	-162.519	50.6892	25.94	22
54.5801	-227.476	510.283	25.96	21
-114.795	-241.021	426.631	25.98	20
45.5068	-226.016	507.121	25.98	21
-113.094	-238.818	433.463	26	20
38.6919	-224.627	504.074	26	21
130.433	-161.303	61.0678	26	22
-109.087	-236.327	436.987	26.02	20
31.9788	-223.224	504.288	26.02	21
129.788	-160.342	64.843	26.02	22
-104.11	-234.284	432.923	26.04	20
24.9826	-222.124	508.205	26.04	21
128.102	-157.629	69.803	26.04	22
17.893	-221.85	505.933	26.06	21
127.026	-153.585	74.972	26.06	22
11.0287	-222.194	499.778	26.08	21
126.814	-149.231	75.1693	26.08	22
-98.8108	-233.334	423.059	26.1	20
4.3517	-222.549	496.959	26.1	21
127.264	-144.478	73.5764	26.1	22
170.182	-62.3798	112.792	26.1	23
-96.0441	-235.115	417.846	26.12	20
-2.14722	-222.326	493.798	26.12	21
127.94	-139.65	71.5935	26.12	22
163.623	-59.2979	115.559	26.12	23
-95.1182	-238.558	414.882	26.14	20
-8.48445	-221.641	490.239	26.14	21
128.547	-135.582	67.5743	26.14	22
-14.7689	-221.177	486.31	26.16	21
129.061	-132.44	70.1288	26.16	22
157.163	-56.8518	122.707	26.16	23
-137.556	37.5742	249.648	26.16	24
-21.0457	-220.295	479.645	26.18	21
130.001	-129.816	77.8671	26.18	22
151.966	-55.0273	131.992	26.18	23
-132.013	44.1412	241.851	26.18	24
-27.4625	-218.574	473.539	26.2	21
131.504	-127.237	74.3355	26.2	22
148.275	-53.2297	140.356	26.2	23
-126.77	50.3348	225.918	26.2	24
-92.9212	-240.802	412.574	26.22	20
-34.2912	-216.898	469.805	26.22	21
133.314	-124.318	60.5363	26.22	22
143.767	-50.4776	144.14	26.22	23
-121.759	55.5476	212.727	26.22	24
-41.5867	-215.796	465.422	26.24	21
135.116	-120.781	55.7683	26.24	22
-116.805	60.1387	204.394	26.24	24
-49.0932	-215.352	459.226	26.26	21
137.562	-117.349	65.3391	26.26	22
-112.375	65.0971	199.293	26.26	24
-56.5128	-215.828	454.56	26.28	21
138.486	-47.8976	148.199	26.28	23
-108.468	70.7119	192.49	26.28	24
-90.848	-241.101	421.104	26.3	20
-63.8217	-217.264	454.029	26.3	21
140.957	-116.138	72.5457	26.3	22
134.91	-47.7893	161.202	26.3	23
-104.745	76.5995	181.596	26.3	24
29.7958	-239.071	533.421	26.3	25
-70.8798	-219.187	451.934	26.32	21
144.133	-117.307	65.7583	26.32	22
133.271	-49.9376	171.588	26.32	23
-100.803	81.8668	171.437	26.32	24
21.301	-236.233	537.115	26.32	25
-77.3472	-221.047	447.332	26.34	21
146.97	-118.019	62.823	26.34	22
132.635	-52.8152	171.387	26.34	23
-96.0159	85.6128	165.386	26.34	24
14.4753	-233.973	540.995	26.34	25
-83.5304	-224.639	452.564	26.36	21
150.042	-116.902	67.4342	26.36	22
132.392	-55.5746	177.244	26.36	23
-90.1718	87.9819	160.074	26.36	24
7.72907	-231.656	541.656	26.36	25
-88.3608	-231.439	455.626	26.38	21
153.588	-114.767	69.9836	26.38	22
132.538	-58.2146	198.048	26.38	23
-83.6719	90.1232	153.46	26.38	24
1.11799	-228.974	543.495	26.38	25
157.576	-112.216	72.7061	26.4	22
-76.9668	93.0625	150.56	26.4	24
-5.26588	-225.731	550.881	26.4	25
161.806	-109.443	74.9908	26.42	22
134.149	-60.4119	214.064	26.42	23
-70.495	97.1137	147.78	26.42	24
-11.4071	-222.319	559.5	26.42	25
166.186	-106.598	69.0794	26.44	22
137.081	-61.4101	215.899	26.44	23
-64.447	101.906	145.969	26.44	24
-17.4766	-218.822	564.779	26.44	25
170.38	-103.594	56.7639	26.46	22
140.518	-61.9428	217.841	26.46	23
-58.5029	107.266	147.062	26.46	24
-23.5597	-215.069	569.817	26.46	25
144.262	-62.6967	221.149	26.48	23
-52.5362	113.093	145.074	26.48	24
-29.7476	-211.226	576.812	26.48	25
148.032	-63.5994	216.931	26.5	23
-46.4749	118.808	140.662	26.5	24
-36.1775	-207.16	579.131	26.5	25
151.298	-64.5928	214.059	26.52	23
-40.104	124.207	134.825	26.52	24
-42.6714	-202.815	580.111	26.52	25
154.603	-65.5421	223.224	26.54	23
-33.4054	129.091	129.027	26.54	24
-49.1651	-198.297	584.386	26.54	25
-26.5317	133.537	127.654	26.56	24
-55.5938	-193.632	590.925	26.56	25
159.289	-66.4337	236.264	26.58	23
-19.571	138.199	129.71	26.58	24
-61.7605	-188.638	601.173	26.58	25
-12.5419	143.273	129.011	26.6	24
-67.747	-183.024	609.349	26.6	25
-176.74	-173.336	163.786	26.6	27
164.784	-67.5658	242.749	26.62	23
-5.3686	148.478	125.791	26.62	24
-74.8825	-175.76	614.649	26.62	25
-173.419	-175.525	156.463	26.62	27
169.791	-69.4942	241.206	26.64	23
1.91907	153.692	126.018	26.64	24
-169.564	-176.736	149.517	26.64	27
174.59	-71.9016	236.742	26.66	23
9.08106	158.896	131.232	26.66	24
-82.9855	-167.239	623.47	26.66	25
-136.06	-234.352	430.775	26.66	26
-165.212	-176.979	141.234	26.66	27
179.415	-72.9778	236.55	26.68	23
15.9495	163.499	137.483	26.68	24
-90.422	-159.421	636.24	26.68	25
-141.102	-231.71	430.446	26.68	26
-160.368	-176.382	130.988	26.68	27
21.8483	166.776	140.333	26.7	24
-142.722	-224.277	423.552	26.7	26
-154.959	-174.828	118.567	26.7	27
26.5068	169.758	148.41	26.72	24
-97.2592	-152.691	648.343	26.72	25
-143.382	-216.267	412.832	26.72	26
-149.486	-172.773	108.303	26.72	27
-102.894	-236.842	462.934	26.72	28
-102.666	-147.957	656.039	26.74	25
-143.385	-210.137	405.591	26.74	26
-144.221	-170.85	101.54	26.74	27
-102.284	-235.709	456.285	26.74	28
-107.227	-144.255	665.878	26.76	25
-142.766	-204.126	400.512	26.76	26
-139.058	-169.032	101.595	26.76	27
-102.907	-233.133	449.44	26.76	28
-141.736	-198.338	393.985	26.78	26
-134.038	-166.192	100.336	26.78	27
-105.002	-232.157	446.731	26.78	28
-111.969	-140.079	677.385	26.8	25
-140.424	-192.749	386.411	26.8	26
-128.941	-161.928	83.4325	26.8	27
-108.069	-233.002	446.32	26.8	28
29.6485	173.713	169.547	26.82	24
-115.768	-136.565	684.757	26.82	25
-139.021	-187.003	382.448	26.82	26
-123.64	-157.774	63.3849	26.82	27
-111.863	-235.337	445.862	26.82	28
30.5985	177.984	189.193	26.84	24
-119.099	-133.698	691.852	26.84	25
-137.756	-180.917	375.624	26.84	26
-118.1	-154.459	52.5395	26.84	27
-116.326	-238.504	442.619	26.84	28
30.6131	182.57	196.776	26.86	24
-122.803	-131.019	698.84	26.86	25
-136.515	-174.672	362.151	26.86	26
-115.984	-154.293	197.72	26.86	27
-122.238	-240.927	440.844	26.86	28
30.8053	187.717	196.732	26.88	24
-126.51	-128.391	707.489	26.88	25
-135.241	-168.452	353.329	26.88	26
-108.704	-151.352	345.156	26.88	27
30.8688	192.284	196.637	26.9	24
-129.84	-125.567	720.988	26.9	25
-133.932	-162.178	350.859	26.9	26
30.7002	195.738	204.264	26.92	24
-132.698	-122.564	732.837	26.92	25
-132.268	-155.748	348.087	26.92	26
30.3533	199.067	219.72	26.94	24
-135.853	-117.212	747.433	26.94	25
-129.766	-149.496	344.015	26.94	26
-128.12	-240.454	442.302	26.94	28
-126.108	-143.774	335.428	26.96	26
-130.72	-237.27	439.566	26.96	28
30.1586	203.617	232.906	26.98	24
-121.31	-139.04	325.516	26.98	26
-131.683	-233.473	434.643	26.98	28
-139.383	-109.825	769.67	27	25
-133.586	-230.556	433.186	27	28
30.2328	208.529	242.477	27.02	24
-141.74	-104.907	783.471	27.02	25
-136.222	-229.294	433.689	27.02	28
31.0662	212.315	251.839	27.04	24
-139.197	-229.945	432.441	27.04	28
-142.308	-232.428	429.25	27.06	28
33.3179	214.409	256.204	27.08	24
-145.585	-236.569	431.038	27.08	28
36.3823	213.191	260.579	27.1	24
-149.701	-240.082	438.434	27.1	28
39.8116	208.706	266.407	27.12	24
43.6112	202.469	271.262	27.14	24
172.227	-130.191	75.4484	27.14	29
47.7697	195.172	276.199	27.16	24
166.961	-129.911	69.1598	27.16	29
52.4563	187.826	279.292	27.18	24
-153.509	-239.996	442.82	27.18	28
162.016	-129.229	66.9027	27.18	29
57.6921	181.346	280.371	27.2	24
-154.589	-237.221	437.479	27.2	28
157.435	-128.458	65.8498	27.2	29
63.4847	175.708	282.323	27.22	24
-154.367	-234.48	428.774	27.22	28
153.071	-128.302	67.7806	27.22	29
69.6632	170.787	287.66	27.24	24
-155.295	-233.296	425.915	27.24	28
149.203	-129.154	67.8169	27.24	29
75.8338	166.993	292.546	27.26	24
-157.564	-234.224	424.089	27.26	28
146.242	-130.779	65.0601	27.26	29
81.5869	164.781	296.562	27.28	24
-160.931	-236.872	418.945	27.28	28
144.187	-133.016	63.1874	27.28	29
86.823	164.177	300.696	27.3	24
-166.351	-239.981	415.292	27.3	28
142.447	-135.8	63.388	27.3	29
91.5285	164.389	302.064	27.32	24
140.402	-139.042	64.2192	27.32	29
95.4895	164.423	300.526	27.34	24
138.028	-142.74	64.2691	27.34	29
30.4189	-109.68	477.038	27.34	30
98.9089	163.839	296.71	27.36	24
135.651	-146.941	62.4843	27.36	29
34.0132	-109.108	457.413	27.36	30
-172.189	-241.344	415.195	27.38	28
133.227	-151.482	58.3999	27.38	29
-174.59	-239.915	415.416	27.4	28
130.551	-155.952	61.1698	27.4	29
-175.152	-237.414	413.058	27.42	28
127.68	-160.34	70.8354	27.42	29
33.7232	-90.8455	86.2382	27.42	31
101.328	163.866	283.588	27.44	24
-176.616	-235.413	403.419	27.44	28
124.958	-165.004	75.0456	27.44	29
34.1591	-111.052	393.197	27.44	30
39.4741	-85.9192	97.0564	27.44	31
101.46	165.76	266.411	27.46	24
-178.91	-234.809	392.764	27.46	28
122.763	-169.928	72.3817	27.46	29
38.2664	-113.169	365.608	27.46	30
42.9237	-81.4086	102.675	27.46	31
99.6996	168.408	257.272	27.48	24
120.852	-174.827	65.6167	27.48	29
45.995	-115.07	371.696	27.48	30
45.9078	-76.488	110.502	27.48	31
97.1831	170.964	252.562	27.5	24
119.146	-180.079	64.6384	27.5	29
53.3726	-117.609	372.49	27.5	30
49.1236	-71.3926	118.868	27.5	31
94.2549	173.895	247.902	27.52	24
60.6029	-120.367	376.507	27.52	30
52.6256	-66.1017	124.124	27.52	31
91.366	177.401	239.686	27.54	24
118.254	-185.36	70.835	27.54	29
68.0578	-123.308	380.646	27.54	30
56.2971	-60.5615	131.781	27.54	31
88.7961	181.112	230.266	27.56	24
117.823	-190.063	76.3869	27.56	29
75.6825	-126.178	378.042	27.56	30
60.3306	-54.8957	139.542	27.56	31
86.6249	184.698	224.922	27.58	24
83.3146	-128.686	375.408	27.58	30
64.8408	-49.2074	143.472	27.58	31
84.793	188.219	224.586	27.6	24
116.438	-195.715	83.5888	27.6	29
90.9893	-131.214	377.821	27.6	30
69.8165	-43.6757	143.132	27.6	31
83.2553	191.893	220.779	27.62	24
98.7418	-133.993	381.167	27.62	30
75.3089	-38.3475	141.813	27.62	31
82.0901	195.743	204.828	27.64	24
113.692	-202.246	92.005	27.64	29
106.543	-136.457	381.002	27.64	30
81.3691	-33.209	147.867	27.64	31
110.576	-207.754	94.8119	27.66	29
114.251	-137.919	383.475	27.66	30
88.0447	-28.1902	155.483	27.66	31
107.948	-212.49	91.967	27.68	29
121.662	-138.067	390.937	27.68	30
95.2538	-22.8765	157.165	27.68	31
81.8196	197.981	187.373	27.7	24
105.599	-217.075	87.2244	27.7	29
128.601	-136.679	393.233	27.7	30
102.551	-16.8895	157.626	27.7	31
83.4904	196.835	177.345	27.72	24
103.121	-220.969	86.8406	27.72	29
135.155	-133.71	391.226	27.72	30
111.883	-8.64805	163.726	27.72	31
189.743	121.537	385.385	27.72	32
86.683	194.005	168.904	27.74	24
100.424	-224.158	93.6702	27.74	29
141.658	-129.514	391.134	27.74	30
185.925	122.932	377.135	27.74	32
90.218	191.525	160.731	27.76	24
97.3426	-227.345	93.582	27.76	29
148.086	-124.478	392.816	27.76	30
123.251	1.6993	179.457	27.76	31
181.744	124.511	374.455	27.76	32
94.0064	189.71	158.24	27.78	24
93.5323	-230.238	96.6652	27.78	29
154.347	-118.906	396.77	27.78	30
131.917	10.9412	195.441	27.78	31
177.422	126.468	373.941	27.78	32
89.0701	-232.666	108.299	27.8	29
160.686	-113.148	401.976	27.8	30
137.796	18.8912	203.255	27.8	31
173.042	129.302	369.947	27.8	32
84.7349	-235.838	109.409	27.82	29
167.241	-107.36	404.549	27.82	30
143.269	26.6762	204.341	27.82	31
168.552	132.874	368.041	27.82	32
79.8734	-238.825	105.462	27.84	29
173.867	-101.657	406.07	27.84	30
148.465	34.1254	203.274	27.84	31
163.749	136.231	371.873	27.84	32
19.3636	-145.571	763.789	27.84	33
180.431	-96.2926	409.815	27.86	30
153.577	41.453	204.129	27.86	31
158.826	139.148	373.498	27.86	32
19.2986	-137.973	761.887	27.86	33
186.802	-91.454	424.466	27.88	30
158.421	48.8406	207.853	27.88	31
154.022	141.794	371.625	27.88	32
19.3663	-130.462	752.391	27.88	33
162.825	56.2489	213.228	27.9	31
149.512	144.13	368.695	27.9	32
19.616	-122.972	739.859	27.9	33
75.0999	-238.776	101.783	27.92	29
166.868	63.5643	221.79	27.92	31
145.439	146.134	361.185	27.92	32
20.383	-115.203	734.91	27.92	33
73.0553	-235.028	105.934	27.94	29
170.71	70.8843	230.134	27.94	31
141.809	147.623	352.373	27.94	32
21.4825	-107.445	728.532	27.94	33
174.393	78.198	233.135	27.96	31
138.348	148.613	346.283	27.96	32
22.9213	-99.8801	720.113	27.96	33
73.0721	-229.923	122.602	27.98	29
177.64	85.3517	239.14	27.98	31
24.9426	-92.389	713.401	27.98	33
73.7296	-226.215	135.102	28	29
180.499	92.5126	250.416	28	31
135.185	148.971	335.51	28	32
27.3418	-85.0701	704.867	28	33
74.9573	-221.507	137.365	28.02	29
182.827	99.8475	255.705	28.02	31
132.833	147.912	326.403	28.02	32
29.7425	-77.8933	697.483	28.02	33
184.056	107.42	256.463	28.04	31
130.953	145.558	327.368	28.04	32
32.2385	-70.9536	689.677	28.04	33
184.132	115.149	262.897	28.06	31
128.502	141.52	323.303	28.06	32
35.024	-64.2562	682.386	28.06	33
183.337	122.659	273.911	28.08	31
38.8209	-56.1304	676.317	28.08	33
182.204	129.837	280.887	28.1	31
75.3877	-214.967	139.119	28.12	29
181.575	136.874	282.259	28.12	31
125.036	138.314	309.656	28.12	32
44.375	-45.4017	663.945	28.12	33
73.8479	-211.615	147.568	28.14	29
181.703	143.588	286.369	28.14	31
71.3218	-211.688	154.671	28.16	29
182.293	149.865	293.964	28.16	31
121.253	141.624	299.042	28.16	32
50.0921	-35.2865	649.615	28.16	33
68.9174	-212.349	158.748	28.18	29
183.284	155.944	300.013	28.18	31
54.5043	-28.2867	640.047	28.18	33
66.6551	-212.946	162.831	28.2	29
184.737	161.999	308.258	28.2	31
117.714	149.253	292.74	28.2	32
58.2452	-22.6851	639.666	28.2	33
64.4818	-213.064	158.611	28.22	29
114.49	155.708	285.929	28.22	32
61.9102	-17.3454	640.839	28.22	33
61.775	-211.91	152.734	28.24	29
111.027	160.859	279.77	28.24	32
66.1913	-12.3482	633.53	28.24	33
106.838	165.691	276.808	28.26	32
71.4115	-7.56173	625.693	28.26	33
58.2754	-209.594	157.293	28.28	29
102.427	170.384	277.282	28.28	32
76.9404	-2.80267	615.898	28.28	33
53.8269	-205.859	168.488	28.3	29
98.1328	175.163	278.824	28.3	32
82.6882	2.09191	605.771	28.3	33
93.6348	179.993	276.8	28.32	32
89.0055	6.71697	606.535	28.32	33
88.8305	184.67	270.961	28.34	32
95.8406	10.9026	607.636	28.34	33
48.6309	-200.945	178.812	28.36	29
83.6717	188.862	266.689	28.36	32
103.313	14.6602	600.562	28.36	33
44.4782	-197.152	188.923	28.38	29
77.9615	191.892	267.908	28.38	32
111.556	17.6335	598.409	28.38	33
41.193	-194.877	199.547	28.4	29
72.0882	193.339	268.103	28.4	32
120.545	19.7568	600.87	28.4	33
37.6287	-193.621	207.752	28.42	29
66.3021	193.243	264.92	28.42	32
130.36	21.1582	595.658	28.42	33
33.9839	-193.51	214.483	28.44	29
60.2475	191.598	264.017	28.44	32
140.774	22.2408	589.199	28.44	33
30.3212	-194.555	221.424	28.46	29
53.8833	188.578	263.141	28.46	32
151.419	23.6473	589.224	28.46	33
26.7364	-196.729	230.504	28.48	29
47.7577	184.671	261.027	28.48	32
162.114	25.6183	590.17	28.48	33
23.3407	-199.786	236.816	28.5	29
42.5299	180.456	260.186	28.5	32
172.722	28.1472	587.964	28.5	33
20.019	-203.61	236.624	28.52	29
38.316	176.384	261.8	28.52	32
183.128	30.9761	583.935	28.52	33
16.7177	-207.704	239.925	28.54	29
34.7459	172.59	267.147	28.54	32
13.3519	-211.558	247.797	28.56	29
31.3576	169.139	272.39	28.56	32
9.73955	-215.302	252.589	28.58	29
27.9593	166.099	274.059	28.58	32
5.8666	-219.052	255.158	28.6	29
24.6627	163.193	276.445	28.6	32
1.84083	-222.755	258.443	28.62	29
21.4723	160.158	278.537	28.62	32
-2.21431	-226.472	262.358	28.64	29
18.7697	157.09	280.007	28.64	32
-6.04936	-230.137	263.223	28.66	29
17.62	154.808	295.414	28.66	32
18.7969	154.722	322.779	28.76	32
50.2434	-229.483	58.3705	28.76	34
21.556	157.177	338.53	28.78	32
53.7203	-231.167	57.9647	28.78	34
